dme:Dmel_CG10000	ncbi-geneid:43394
dme:Dmel_CG9664	ncbi-geneid:33540
dme:Dmel_CG9665	ncbi-geneid:39897
dme:Dmel_CG9666	ncbi-geneid:40096
dme:Dmel_CG9667	ncbi-geneid:40960
dme:Dmel_CG9668	ncbi-geneid:39887
dme:Dmel_CG9669	ncbi-geneid:39882
dme:Dmel_CG9670	ncbi-geneid:43927
dme:Dmel_CG9672	ncbi-geneid:32651
dme:Dmel_CG9673	ncbi-geneid:32649
dme:Dmel_CG9674	ncbi-geneid:39878
dme:Dmel_CG9675	ncbi-geneid:32648
dme:Dmel_CG9676	ncbi-geneid:32647
dme:Dmel_CG9677	ncbi-geneid:39877
dme:Dmel_CG9680	ncbi-geneid:39871
dme:Dmel_CG9681	ncbi-geneid:39870
dme:Dmel_CG9682	ncbi-geneid:43602
dme:Dmel_CG9684	ncbi-geneid:41000
dme:Dmel_CG9686	ncbi-geneid:31921
dme:Dmel_CG9688	ncbi-geneid:43609
dme:Dmel_CG9689	ncbi-geneid:31922
dme:Dmel_CG9691	ncbi-geneid:31923
dme:Dmel_CG9692	ncbi-geneid:39865
dme:Dmel_CG9695	ncbi-geneid:39866
dme:Dmel_CG9696	ncbi-geneid:45655
dme:Dmel_CG9697	ncbi-geneid:39869
dme:Dmel_CG9698	ncbi-geneid:43629
dme:Dmel_CG9699	ncbi-geneid:32646
dme:Dmel_CG9700	ncbi-geneid:41018
dme:Dmel_CG9701	ncbi-geneid:39872
dme:Dmel_CG9702	ncbi-geneid:43634
dme:Dmel_CG9703	ncbi-geneid:32645
dme:Dmel_CG9704	ncbi-geneid:39873
dme:Dmel_CG9705	ncbi-geneid:39875
dme:Dmel_CG9706	ncbi-geneid:39876
dme:Dmel_CG9707	ncbi-geneid:37445
dme:Dmel_CG9709	ncbi-geneid:37446
dme:Dmel_CG9710	ncbi-geneid:39879
dme:Dmel_CG9712	ncbi-geneid:39881
dme:Dmel_CG9715	ncbi-geneid:39883
dme:Dmel_CG9716	ncbi-geneid:41019
dme:Dmel_CG9717	ncbi-geneid:43636
dme:Dmel_CG9720	ncbi-geneid:43628
dme:Dmel_CG9722	ncbi-geneid:41724
dme:Dmel_CG9723	ncbi-geneid:32639
dme:Dmel_CG9726	ncbi-geneid:43624
dme:Dmel_CG9727	ncbi-geneid:40794
dme:Dmel_CG9728	ncbi-geneid:43625
dme:Dmel_CG9730	ncbi-geneid:40091
dme:Dmel_CG9733	ncbi-geneid:43601
dme:Dmel_CG9734	ncbi-geneid:41930
dme:Dmel_CG9735	ncbi-geneid:45399
dme:Dmel_CG9737	ncbi-geneid:43600
dme:Dmel_CG9738	ncbi-geneid:41020
dme:Dmel_CG9739	ncbi-geneid:40090
dme:Dmel_CG9740	ncbi-geneid:41102
dme:Dmel_CG9741	ncbi-geneid:41022
dme:Dmel_CG9742	ncbi-geneid:32636
dme:Dmel_CG9743	ncbi-geneid:43593
dme:Dmel_CG9745	ncbi-geneid:41095
dme:Dmel_CG9746	ncbi-geneid:41096
dme:Dmel_CG9747	ncbi-geneid:43591
dme:Dmel_CG9748	ncbi-geneid:45826
dme:Dmel_CG9749	ncbi-geneid:41718
dme:Dmel_CG9750	ncbi-geneid:40092
dme:Dmel_CG9752	ncbi-geneid:37431
dme:Dmel_CG9753	ncbi-geneid:43583
dme:Dmel_CG9754	ncbi-geneid:37434
dme:Dmel_CG9755	ncbi-geneid:41094
dme:Dmel_CG9757	ncbi-geneid:41662
dme:Dmel_CG9759	ncbi-geneid:41661
dme:Dmel_CG9760	ncbi-geneid:39388
dme:Dmel_CG9761	ncbi-geneid:40588
dme:Dmel_CG9762	ncbi-geneid:46260
dme:Dmel_CG9764	ncbi-geneid:41656
dme:Dmel_CG9765	ncbi-geneid:40589
dme:Dmel_CG9766	ncbi-geneid:40539
dme:Dmel_CG9768	ncbi-geneid:40549
dme:Dmel_CG9769	ncbi-geneid:40587
dme:Dmel_CG9770	ncbi-geneid:41025
dme:Dmel_CG9771	ncbi-geneid:40579
dme:Dmel_CG9772	ncbi-geneid:40548
dme:Dmel_CG9773	ncbi-geneid:41029
dme:Dmel_CG9774	ncbi-geneid:43916
dme:Dmel_CG9775	ncbi-geneid:40576
dme:Dmel_CG9776	ncbi-geneid:40546
dme:Dmel_CG9777	ncbi-geneid:32633
dme:Dmel_CG9778	ncbi-geneid:40544
dme:Dmel_CG9779	ncbi-geneid:40542
dme:Dmel_CG9780	ncbi-geneid:40540
dme:Dmel_CG9781	ncbi-geneid:39355
dme:Dmel_CG9782	ncbi-geneid:32632
dme:Dmel_CG9784	ncbi-geneid:32629
dme:Dmel_CG9786	ncbi-geneid:41032
dme:Dmel_CG9790	ncbi-geneid:41034
dme:Dmel_CG9791	ncbi-geneid:40543
dme:Dmel_CG9792	ncbi-geneid:41653
dme:Dmel_CG9793	ncbi-geneid:41041
dme:Dmel_CG9795	ncbi-geneid:40545
dme:Dmel_CG9796	ncbi-geneid:41650
dme:Dmel_CG9797	ncbi-geneid:41042
dme:Dmel_CG9799	ncbi-geneid:41647
dme:Dmel_CG9801	ncbi-geneid:41044
dme:Dmel_CG9802	ncbi-geneid:32627
dme:Dmel_CG9804	ncbi-geneid:40565
dme:Dmel_CG9805	ncbi-geneid:40563
dme:Dmel_CG9806	ncbi-geneid:31994
dme:Dmel_CG9807	ncbi-geneid:31993
dme:Dmel_CG9809	ncbi-geneid:40562
dme:Dmel_CG9812	ncbi-geneid:37709
dme:Dmel_CG9813	ncbi-geneid:41644
dme:Dmel_CG9815	ncbi-geneid:37710
dme:Dmel_CG9819	ncbi-geneid:8674098
dme:Dmel_CG9820	ncbi-geneid:37711
dme:Dmel_CG9821	ncbi-geneid:41058
dme:Dmel_CG9822	ncbi-geneid:37440
dme:Dmel_CG9825	ncbi-geneid:37624
dme:Dmel_CG9826	ncbi-geneid:37625
dme:Dmel_CG9828	ncbi-geneid:34707
dme:Dmel_CG9829	ncbi-geneid:41641
dme:Dmel_CG9834	ncbi-geneid:37218
dme:Dmel_CG9836	ncbi-geneid:41059
dme:Dmel_CG9837	ncbi-geneid:41057
dme:Dmel_CG9839	ncbi-geneid:41055
dme:Dmel_CG9841	ncbi-geneid:37444
dme:Dmel_CG9842	ncbi-geneid:32624
dme:Dmel_CG9847	ncbi-geneid:37449
dme:Dmel_CG9849	ncbi-geneid:37647
dme:Dmel_CG9850	ncbi-geneid:37762
dme:Dmel_CG9852	ncbi-geneid:41720
dme:Dmel_CG9853	ncbi-geneid:40557
dme:Dmel_CG9854	ncbi-geneid:49636
dme:Dmel_CG9855	ncbi-geneid:40556
dme:Dmel_CG9856	ncbi-geneid:37461
dme:Dmel_CG9858	ncbi-geneid:117300
dme:Dmel_CG9861	ncbi-geneid:37692
dme:Dmel_CG9862	ncbi-geneid:37467
dme:Dmel_CG9863	ncbi-geneid:37694
dme:Dmel_CG9864	ncbi-geneid:37287
dme:Dmel_CG9865	ncbi-geneid:37470
dme:Dmel_CG9866	ncbi-geneid:33423
dme:Dmel_CG9867	ncbi-geneid:33424
dme:Dmel_CG9868	ncbi-geneid:37690
dme:Dmel_CG9870	ncbi-geneid:33425
dme:Dmel_CG9871	ncbi-geneid:37684
dme:Dmel_CG9873	ncbi-geneid:37669
dme:Dmel_CG9874	ncbi-geneid:37476
dme:Dmel_CG9875	ncbi-geneid:37698
dme:Dmel_CG9876	ncbi-geneid:37668
dme:Dmel_CG9877	ncbi-geneid:37666
dme:Dmel_CG9878	ncbi-geneid:37478
dme:Dmel_CG9879	ncbi-geneid:33452
dme:Dmel_CG9880	ncbi-geneid:33450
dme:Dmel_CG9881	ncbi-geneid:33444
dme:Dmel_CG9882	ncbi-geneid:37664
dme:Dmel_CG9883	ncbi-geneid:33442
dme:Dmel_CG9884	ncbi-geneid:33435
dme:Dmel_CG9885	ncbi-geneid:33432
dme:Dmel_CG9886	ncbi-geneid:33431
dme:Dmel_CG9887	ncbi-geneid:33427
dme:Dmel_CG9888	ncbi-geneid:37662
dme:Dmel_CG9889	ncbi-geneid:37703
dme:Dmel_CG9890	ncbi-geneid:37659
dme:Dmel_CG9891	ncbi-geneid:37704
dme:Dmel_CG9893	ncbi-geneid:46074
dme:Dmel_CG9894	ncbi-geneid:33462
dme:Dmel_CG9896	ncbi-geneid:37652
dme:Dmel_CG9897	ncbi-geneid:37651
dme:Dmel_CG9899	ncbi-geneid:37676
dme:Dmel_CG9900	ncbi-geneid:47874
dme:Dmel_CG9901	ncbi-geneid:32623
dme:Dmel_CG9902	ncbi-geneid:32622
dme:Dmel_CG9903	ncbi-geneid:32621
dme:Dmel_CG9904	ncbi-geneid:31245
dme:Dmel_CG9906	ncbi-geneid:32620
dme:Dmel_CG9907	ncbi-geneid:32619
dme:Dmel_CG9908	ncbi-geneid:32579
dme:Dmel_CG9911	ncbi-geneid:32588
dme:Dmel_CG9913	ncbi-geneid:41717
dme:Dmel_CG9914	ncbi-geneid:32592
dme:Dmel_CG9915	ncbi-geneid:32593
dme:Dmel_CG9916	ncbi-geneid:32595
dme:Dmel_CG9917	ncbi-geneid:32596
dme:Dmel_CG9918	ncbi-geneid:41713
dme:Dmel_CG9919	ncbi-geneid:32598
dme:Dmel_CG9920	ncbi-geneid:41712
dme:Dmel_CG9921	ncbi-geneid:32599
dme:Dmel_CG9922	ncbi-geneid:41708
dme:Dmel_CG9925	ncbi-geneid:41702
dme:Dmel_CG9926	ncbi-geneid:41700
dme:Dmel_CG9927	ncbi-geneid:41699
dme:Dmel_CG9928	ncbi-geneid:34704
dme:Dmel_CG9929	ncbi-geneid:41698
dme:Dmel_CG9930	ncbi-geneid:45396
dme:Dmel_CG9932	ncbi-geneid:34701
dme:Dmel_CG9933	ncbi-geneid:34700
dme:Dmel_CG9934	ncbi-geneid:34699
dme:Dmel_CG9935	ncbi-geneid:43806
dme:Dmel_CG9936	ncbi-geneid:43906
dme:Dmel_CG9938	ncbi-geneid:32316
dme:Dmel_CG9940	ncbi-geneid:32328
dme:Dmel_CG9941	ncbi-geneid:32330
dme:Dmel_CG9943	ncbi-geneid:44498
dme:Dmel_CG9945	ncbi-geneid:37329
dme:Dmel_CG9946	ncbi-geneid:32617
dme:Dmel_CG9947	ncbi-geneid:32615
dme:Dmel_CG9948	ncbi-geneid:38757
dme:Dmel_CG9949	ncbi-geneid:39884
dme:Dmel_CG9951	ncbi-geneid:39888
dme:Dmel_CG9952	ncbi-geneid:37602
dme:Dmel_CG9953	ncbi-geneid:38763
dme:Dmel_CG9954	ncbi-geneid:37336
dme:Dmel_CG9958	ncbi-geneid:3772677
dme:Dmel_CG9960	ncbi-geneid:3771966
dme:Dmel_CG9961	ncbi-geneid:33459
dme:Dmel_CG9962	ncbi-geneid:33448
dme:Dmel_CG9964	ncbi-geneid:33438
dme:Dmel_CG9967	ncbi-geneid:33414
dme:Dmel_CG9968	ncbi-geneid:32612
dme:Dmel_CG9969	ncbi-geneid:38354
dme:Dmel_CG9970	ncbi-geneid:38351
dme:Dmel_CG9972	ncbi-geneid:38350
dme:Dmel_CG9975	ncbi-geneid:37220
dme:Dmel_CG9976	ncbi-geneid:35216
dme:Dmel_CG9977	ncbi-geneid:38342
dme:Dmel_CG9981	ncbi-geneid:32609
dme:Dmel_CG9983	ncbi-geneid:43385
dme:Dmel_CG9984	ncbi-geneid:32607
dme:Dmel_CG9985	ncbi-geneid:37356
dme:Dmel_CG9986	ncbi-geneid:43386
dme:Dmel_CG9987	ncbi-geneid:35220
dme:Dmel_CG9988	ncbi-geneid:43388
dme:Dmel_CG9989	ncbi-geneid:43390
dme:Dmel_CG9990	ncbi-geneid:43391
dme:Dmel_CG9992	ncbi-geneid:32605
dme:Dmel_CG9993	ncbi-geneid:37358
dme:Dmel_CG9994	ncbi-geneid:35221
dme:Dmel_CG9995	ncbi-geneid:43392
dme:Dmel_CG9996	ncbi-geneid:43008
dme:Dmel_CG9997	ncbi-geneid:43395
dme:Dmel_CG9998	ncbi-geneid:32602
dme:Dmel_CG9999	ncbi-geneid:35223
dme:Dmel_CR11538	ncbi-geneid:26067081
dme:Dmel_CR17025	ncbi-geneid:12797896
dme:Dmel_CR18854	ncbi-geneid:10178800
dme:Dmel_CR30267	ncbi-geneid:12798141
dme:Dmel_CR31084	ncbi-geneid:10178907
dme:Dmel_CR31144	ncbi-geneid:10178892
dme:Dmel_CR31185	ncbi-geneid:3772462
dme:Dmel_CR31341	ncbi-geneid:3772037
dme:Dmel_CR31379	ncbi-geneid:3772327
dme:Dmel_CR31429	ncbi-geneid:12798072
dme:Dmel_CR31514	ncbi-geneid:10178807
dme:Dmel_CR31539	ncbi-geneid:3772628
dme:Dmel_CR31625	ncbi-geneid:3772712
dme:Dmel_CR31656	ncbi-geneid:3772520
dme:Dmel_CR31845	ncbi-geneid:12798199
dme:Dmel_CR31850	ncbi-geneid:3772392
dme:Dmel_CR31853	ncbi-geneid:3772634
dme:Dmel_CR31854	ncbi-geneid:3771927
dme:Dmel_CR31877	ncbi-geneid:3772422
dme:Dmel_CR31912	ncbi-geneid:14462706
dme:Dmel_CR31927	ncbi-geneid:3772609
dme:Dmel_CR32162	ncbi-geneid:3772091
dme:Dmel_CR32205	ncbi-geneid:3772102
dme:Dmel_CR32207	ncbi-geneid:10178801
dme:Dmel_CR32224	ncbi-geneid:26067083
dme:Dmel_CR32252	ncbi-geneid:12798359
dme:Dmel_CR32265	ncbi-geneid:4379905
dme:Dmel_CR32519	ncbi-geneid:3772532
dme:Dmel_CR32807	ncbi-geneid:3772672
dme:Dmel_CR32862	ncbi-geneid:3771770
dme:Dmel_CR32863	ncbi-geneid:3772530
dme:Dmel_CR32864	ncbi-geneid:3771948
dme:Dmel_CR32866	ncbi-geneid:3772474
dme:Dmel_CR32867	ncbi-geneid:3772330
dme:Dmel_CR32868	ncbi-geneid:3772418
dme:Dmel_CR32874	ncbi-geneid:3772137
dme:Dmel_CR32875	ncbi-geneid:3771871
dme:Dmel_CR32876	ncbi-geneid:3772579
dme:Dmel_CR32877	ncbi-geneid:3772527
dme:Dmel_CR32878	ncbi-geneid:3772048
dme:Dmel_CR32879	ncbi-geneid:3772477
dme:Dmel_CR32880	ncbi-geneid:3772339
dme:Dmel_CR32881	ncbi-geneid:3771824
dme:Dmel_CR32882	ncbi-geneid:3772126
dme:Dmel_CR32884	ncbi-geneid:3772141
dme:Dmel_CR32887	ncbi-geneid:3772086
dme:Dmel_CR32888	ncbi-geneid:3772268
dme:Dmel_CR32889	ncbi-geneid:3772411
dme:Dmel_CR32890	ncbi-geneid:3772690
dme:Dmel_CR32891	ncbi-geneid:3772132
dme:Dmel_CR32892	ncbi-geneid:3772308
dme:Dmel_CR32893	ncbi-geneid:3772500
dme:Dmel_CR32894	ncbi-geneid:3771866
dme:Dmel_CR32895	ncbi-geneid:3772050
dme:Dmel_CR32896	ncbi-geneid:3771777
dme:Dmel_CR32897	ncbi-geneid:3772157
dme:Dmel_CR32898	ncbi-geneid:3772573
dme:Dmel_CR32899	ncbi-geneid:3771802
dme:Dmel_CR32900	ncbi-geneid:3772002
dme:Dmel_CR32901	ncbi-geneid:3772210
dme:Dmel_CR32902	ncbi-geneid:3772696
dme:Dmel_CR32905	ncbi-geneid:3772621
dme:Dmel_CR32907	ncbi-geneid:3771811
dme:Dmel_CR32908	ncbi-geneid:3771995
dme:Dmel_CR32910	ncbi-geneid:3772653
dme:Dmel_CR32911	ncbi-geneid:3771888
dme:Dmel_CR32913	ncbi-geneid:3772192
dme:Dmel_CR32914	ncbi-geneid:3771949
dme:Dmel_CR32989	ncbi-geneid:3772523
dme:Dmel_CR32998	ncbi-geneid:3772678
dme:Dmel_CR32999	ncbi-geneid:3772228
dme:Dmel_CR33353	ncbi-geneid:3771903
dme:Dmel_CR33354	ncbi-geneid:3772306
dme:Dmel_CR33355	ncbi-geneid:3771980
dme:Dmel_CR33357	ncbi-geneid:3771929
dme:Dmel_CR33358	ncbi-geneid:3772704
dme:Dmel_CR33359	ncbi-geneid:3772352
dme:Dmel_CR33360	ncbi-geneid:3772136
dme:Dmel_CR33361	ncbi-geneid:3771810
dme:Dmel_CR33362	ncbi-geneid:3772620
dme:Dmel_CR33364	ncbi-geneid:3772170
dme:Dmel_CR33365	ncbi-geneid:3771950
dme:Dmel_CR33366	ncbi-geneid:3772469
dme:Dmel_CR33367	ncbi-geneid:3772240
dme:Dmel_CR33368	ncbi-geneid:3772044
dme:Dmel_CR33369	ncbi-geneid:3771831
dme:Dmel_CR33370	ncbi-geneid:3771862
dme:Dmel_CR33372	ncbi-geneid:3772695
dme:Dmel_CR33373	ncbi-geneid:3772417
dme:Dmel_CR33374	ncbi-geneid:3772009
dme:Dmel_CR33375	ncbi-geneid:3771737
dme:Dmel_CR33376	ncbi-geneid:3772572
dme:Dmel_CR33377	ncbi-geneid:3772287
dme:Dmel_CR33378	ncbi-geneid:3772386
dme:Dmel_CR33379	ncbi-geneid:3772545
dme:Dmel_CR33380	ncbi-geneid:3772328
dme:Dmel_CR33381	ncbi-geneid:3772363
dme:Dmel_CR33382	ncbi-geneid:3772142
dme:Dmel_CR33383	ncbi-geneid:3771944
dme:Dmel_CR33384	ncbi-geneid:3772478
dme:Dmel_CR33385	ncbi-geneid:3772241
dme:Dmel_CR33386	ncbi-geneid:3772038
dme:Dmel_CR33387	ncbi-geneid:3772703
dme:Dmel_CR33388	ncbi-geneid:3772414
dme:Dmel_CR33389	ncbi-geneid:3772010
dme:Dmel_CR33390	ncbi-geneid:3771742
dme:Dmel_CR33391	ncbi-geneid:3772578
dme:Dmel_CR33392	ncbi-geneid:3772284
dme:Dmel_CR33393	ncbi-geneid:3772388
dme:Dmel_CR33394	ncbi-geneid:3772115
dme:Dmel_CR33395	ncbi-geneid:3772685
dme:Dmel_CR33396	ncbi-geneid:3772243
dme:Dmel_CR33397	ncbi-geneid:3771979
dme:Dmel_CR33398	ncbi-geneid:3771820
dme:Dmel_CR33399	ncbi-geneid:3772534
dme:Dmel_CR33400	ncbi-geneid:3772642
dme:Dmel_CR33401	ncbi-geneid:3772348
dme:Dmel_CR33402	ncbi-geneid:3772184
dme:Dmel_CR33403	ncbi-geneid:3772307
dme:Dmel_CR33404	ncbi-geneid:3772343
dme:Dmel_CR33405	ncbi-geneid:3772131
dme:Dmel_CR33406	ncbi-geneid:3771930
dme:Dmel_CR33407	ncbi-geneid:3772705
dme:Dmel_CR33408	ncbi-geneid:3772255
dme:Dmel_CR33409	ncbi-geneid:3772059
dme:Dmel_CR33410	ncbi-geneid:3771839
dme:Dmel_CR33411	ncbi-geneid:3771878
dme:Dmel_CR33412	ncbi-geneid:3772389
dme:Dmel_CR33413	ncbi-geneid:3772107
dme:Dmel_CR33414	ncbi-geneid:3771961
dme:Dmel_CR33415	ncbi-geneid:3772668
dme:Dmel_CR33417	ncbi-geneid:3771978
dme:Dmel_CR33418	ncbi-geneid:3771827
dme:Dmel_CR33419	ncbi-geneid:3772528
dme:Dmel_CR33420	ncbi-geneid:3771748
dme:Dmel_CR33421	ncbi-geneid:3772522
dme:Dmel_CR33422	ncbi-geneid:3772295
dme:Dmel_CR33423	ncbi-geneid:3772092
dme:Dmel_CR33424	ncbi-geneid:3772098
dme:Dmel_CR33425	ncbi-geneid:3771889
dme:Dmel_CR33426	ncbi-geneid:3772667
dme:Dmel_CR33427	ncbi-geneid:3772445
dme:Dmel_CR33428	ncbi-geneid:3772398
dme:Dmel_CR33429	ncbi-geneid:3772116
dme:Dmel_CR33430	ncbi-geneid:3771963
dme:Dmel_CR33431	ncbi-geneid:3772681
dme:Dmel_CR33432	ncbi-geneid:3772260
dme:Dmel_CR33433	ncbi-geneid:3771982
dme:Dmel_CR33434	ncbi-geneid:3771834
dme:Dmel_CR33435	ncbi-geneid:3772543
dme:Dmel_CR33436	ncbi-geneid:3772001
dme:Dmel_CR33437	ncbi-geneid:3771787
dme:Dmel_CR33438	ncbi-geneid:3771953
dme:Dmel_CR33439	ncbi-geneid:3772593
dme:Dmel_CR33440	ncbi-geneid:3772377
dme:Dmel_CR33441	ncbi-geneid:3772040
dme:Dmel_CR33442	ncbi-geneid:3771833
dme:Dmel_CR33443	ncbi-geneid:3772481
dme:Dmel_CR33444	ncbi-geneid:3772252
dme:Dmel_CR33445	ncbi-geneid:3772510
dme:Dmel_CR33446	ncbi-geneid:3772272
dme:Dmel_CR33447	ncbi-geneid:3772078
dme:Dmel_CR33448	ncbi-geneid:3772103
dme:Dmel_CR33449	ncbi-geneid:3771896
dme:Dmel_CR33450	ncbi-geneid:3772673
dme:Dmel_CR33451	ncbi-geneid:3772455
dme:Dmel_CR33452	ncbi-geneid:3772017
dme:Dmel_CR33504	ncbi-geneid:3772175
dme:Dmel_CR33625	ncbi-geneid:3771813
dme:Dmel_CR33628	ncbi-geneid:3772551
dme:Dmel_CR33633	ncbi-geneid:3772585
dme:Dmel_CR33634	ncbi-geneid:3772133
dme:Dmel_CR33636	ncbi-geneid:3772238
dme:Dmel_CR33637	ncbi-geneid:3772298
dme:Dmel_CR33638	ncbi-geneid:3771772
dme:Dmel_CR33646	ncbi-geneid:3772235
dme:Dmel_CR33652	ncbi-geneid:3772387
dme:Dmel_CR33656	ncbi-geneid:3771962
dme:Dmel_CR33657	ncbi-geneid:3772124
dme:Dmel_CR33659	ncbi-geneid:3772300
dme:Dmel_CR33660	ncbi-geneid:3771973
dme:Dmel_CR33661	ncbi-geneid:3771901
dme:Dmel_CR33662	ncbi-geneid:3772408
dme:Dmel_CR33663	ncbi-geneid:3772495
dme:Dmel_CR33674	ncbi-geneid:3772112
dme:Dmel_CR33682	ncbi-geneid:3772365
dme:Dmel_CR33683	ncbi-geneid:3772709
dme:Dmel_CR33684	ncbi-geneid:3772146
dme:Dmel_CR33685	ncbi-geneid:3771788
dme:Dmel_CR33686	ncbi-geneid:3771936
dme:Dmel_CR33693	ncbi-geneid:3771786
dme:Dmel_CR33699	ncbi-geneid:3771754
dme:Dmel_CR33705	ncbi-geneid:3771943
dme:Dmel_CR33707	ncbi-geneid:3771904
dme:Dmel_CR33709	ncbi-geneid:3772266
dme:Dmel_CR33711	ncbi-geneid:3771870
dme:Dmel_CR33712	ncbi-geneid:3772263
dme:Dmel_CR33716	ncbi-geneid:3772686
dme:Dmel_CR33726	ncbi-geneid:3772525
dme:Dmel_CR33727	ncbi-geneid:3771845
dme:Dmel_CR33728	ncbi-geneid:3772606
dme:Dmel_CR33729	ncbi-geneid:3772699
dme:Dmel_CR33730	ncbi-geneid:3772647
dme:Dmel_CR33731	ncbi-geneid:3771837
dme:Dmel_CR33732	ncbi-geneid:3772066
dme:Dmel_CR33733	ncbi-geneid:3772071
dme:Dmel_CR33734	ncbi-geneid:3772217
dme:Dmel_CR33735	ncbi-geneid:3771994
dme:Dmel_CR33736	ncbi-geneid:3772675
dme:Dmel_CR33737	ncbi-geneid:3771972
dme:Dmel_CR33738	ncbi-geneid:3772660
dme:Dmel_CR33739	ncbi-geneid:3771863
dme:Dmel_CR33740	ncbi-geneid:3772061
dme:Dmel_CR33741	ncbi-geneid:3772440
dme:Dmel_CR33742	ncbi-geneid:3772649
dme:Dmel_CR33743	ncbi-geneid:3771841
dme:Dmel_CR33744	ncbi-geneid:3772353
dme:Dmel_CR33745	ncbi-geneid:3772631
dme:Dmel_CR33746	ncbi-geneid:3771842
dme:Dmel_CR33749	ncbi-geneid:3772042
dme:Dmel_CR33750	ncbi-geneid:3772055
dme:Dmel_CR33751	ncbi-geneid:3772323
dme:Dmel_CR33753	ncbi-geneid:3771757
dme:Dmel_CR33754	ncbi-geneid:3772053
dme:Dmel_CR33765	ncbi-geneid:3772227
dme:Dmel_CR33776	ncbi-geneid:3771768
dme:Dmel_CR33778	ncbi-geneid:3772270
dme:Dmel_CR33780	ncbi-geneid:3772182
dme:Dmel_CR33787	ncbi-geneid:3771886
dme:Dmel_CR33788	ncbi-geneid:3772337
dme:Dmel_CR33789	ncbi-geneid:3772483
dme:Dmel_CR33793	ncbi-geneid:3772476
dme:Dmel_CR33794	ncbi-geneid:3772612
dme:Dmel_CR33799	ncbi-geneid:3772119
dme:Dmel_CR33913	ncbi-geneid:3772657
dme:Dmel_CR33915	ncbi-geneid:3771829
dme:Dmel_CR33916	ncbi-geneid:3772671
dme:Dmel_CR33917	ncbi-geneid:3772591
dme:Dmel_CR33918	ncbi-geneid:3771847
dme:Dmel_CR33921	ncbi-geneid:3772130
dme:Dmel_CR33925	ncbi-geneid:3772633
dme:Dmel_CR33930	ncbi-geneid:3771755
dme:Dmel_CR33940	ncbi-geneid:3771790
dme:Dmel_CR33945	ncbi-geneid:3772292
dme:Dmel_CR34060	ncbi-geneid:19893563
dme:Dmel_CR34061	ncbi-geneid:19893527
dme:Dmel_CR34062	ncbi-geneid:19893528
dme:Dmel_CR34064	ncbi-geneid:19893530
dme:Dmel_CR34065	ncbi-geneid:19893531
dme:Dmel_CR34066	ncbi-geneid:19893532
dme:Dmel_CR34068	ncbi-geneid:19893534
dme:Dmel_CR34070	ncbi-geneid:19893536
dme:Dmel_CR34071	ncbi-geneid:19893537
dme:Dmel_CR34075	ncbi-geneid:19893541
dme:Dmel_CR34077	ncbi-geneid:19893543
dme:Dmel_CR34078	ncbi-geneid:19893544
dme:Dmel_CR34079	ncbi-geneid:19893545
dme:Dmel_CR34080	ncbi-geneid:19893546
dme:Dmel_CR34081	ncbi-geneid:19893547
dme:Dmel_CR34082	ncbi-geneid:19893548
dme:Dmel_CR34084	ncbi-geneid:19893550
dme:Dmel_CR34087	ncbi-geneid:19893553
dme:Dmel_CR34088	ncbi-geneid:19893554
dme:Dmel_CR34091	ncbi-geneid:19893557
dme:Dmel_CR34093	ncbi-geneid:19893559
dme:Dmel_CR34094	ncbi-geneid:19893560
dme:Dmel_CR34095	ncbi-geneid:19893561
dme:Dmel_CR34096	ncbi-geneid:19893562
dme:Dmel_CR34151	ncbi-geneid:4379906
dme:Dmel_CR34152	ncbi-geneid:4379869
dme:Dmel_CR34153	ncbi-geneid:4379868
dme:Dmel_CR34525	ncbi-geneid:5740401
dme:Dmel_CR34526	ncbi-geneid:5740532
dme:Dmel_CR34527	ncbi-geneid:5740703
dme:Dmel_CR34528	ncbi-geneid:5740291
dme:Dmel_CR34529	ncbi-geneid:5740461
dme:Dmel_CR34530	ncbi-geneid:5740332
dme:Dmel_CR34531	ncbi-geneid:5740719
dme:Dmel_CR34532	ncbi-geneid:5740601
dme:Dmel_CR34533	ncbi-geneid:5740810
dme:Dmel_CR34534	ncbi-geneid:5740739
dme:Dmel_CR34535	ncbi-geneid:5740173
dme:Dmel_CR34536	ncbi-geneid:5740298
dme:Dmel_CR34537	ncbi-geneid:5740669
dme:Dmel_CR34538	ncbi-geneid:5740884
dme:Dmel_CR34539	ncbi-geneid:5740217
dme:Dmel_CR34540	ncbi-geneid:5740439
dme:Dmel_CR34541	ncbi-geneid:5740360
dme:Dmel_CR34542	ncbi-geneid:5740586
dme:Dmel_CR34543	ncbi-geneid:5740189
dme:Dmel_CR34544	ncbi-geneid:5740786
dme:Dmel_CR34545	ncbi-geneid:5740220
dme:Dmel_CR34546	ncbi-geneid:5740269
dme:Dmel_CR34547	ncbi-geneid:5740438
dme:Dmel_CR34548	ncbi-geneid:5740363
dme:Dmel_CR34549	ncbi-geneid:5740135
dme:Dmel_CR34550	ncbi-geneid:5740456
dme:Dmel_CR34551	ncbi-geneid:5740684
dme:Dmel_CR34552	ncbi-geneid:5740797
dme:Dmel_CR34553	ncbi-geneid:5740741
dme:Dmel_CR34554	ncbi-geneid:5740182
dme:Dmel_CR34555	ncbi-geneid:5740302
dme:Dmel_CR34556	ncbi-geneid:5740842
dme:Dmel_CR34557	ncbi-geneid:5740283
dme:Dmel_CR34558	ncbi-geneid:5740342
