dme:Dmel_CG10000	up:Q8MYY6
dme:Dmel_CG6691	up:Q9V9P3
dme:Dmel_CG6691	up:B5RJB0
dme:Dmel_CG6692	up:Q95029
dme:Dmel_CG6693	up:Q9VGR7
dme:Dmel_CG6693	up:A0A0B4KFR1
dme:Dmel_CG6694	up:Q9VSK8
dme:Dmel_CG6695	up:Q9VC54
dme:Dmel_CG6696	up:Q9VWR6
dme:Dmel_CG6697	up:Q9XZ16
dme:Dmel_CG6698	up:A0A0B4K8A6
dme:Dmel_CG6699	up:O62621
dme:Dmel_CG6700	up:Q9VKP5
dme:Dmel_CG6701	up:A1Z9K0
dme:Dmel_CG6702	up:P41044
dme:Dmel_CG6702	up:A0A0B4LFM0
dme:Dmel_CG6703	up:Q24210
dme:Dmel_CG6704	up:A1Z9J8
dme:Dmel_CG6705	up:P40689
dme:Dmel_CG6705	up:A4V379
dme:Dmel_CG6706	up:A0A0B4LHR4
dme:Dmel_CG6707	up:Q9VT69
dme:Dmel_CG6708	up:Q9VC05
dme:Dmel_CG6709	up:Q9VT66
dme:Dmel_CG6711	up:Q24325
dme:Dmel_CG6711	up:E8NHB1
dme:Dmel_CG6712	up:Q9VKB4
dme:Dmel_CG6713	up:Q27571
dme:Dmel_CG6715	up:Q9VGP9
dme:Dmel_CG6716	up:P06601
dme:Dmel_CG6717	up:Q9VLZ8
dme:Dmel_CG6718	up:Q9VT60
dme:Dmel_CG6719	up:Q9VGP6
dme:Dmel_CG6720	up:P52485
dme:Dmel_CG6720	up:Q541C3
dme:Dmel_CG6721	up:P48423
dme:Dmel_CG6723	up:Q9VGP3
dme:Dmel_CG6724	up:Q9VKQ3
dme:Dmel_CG6725	up:Q9VEX0
dme:Dmel_CG6725	up:D1Z367
dme:Dmel_CG6726	up:Q9VCR2
dme:Dmel_CG6727	up:Q9U599
dme:Dmel_CG6728	up:Q9VGP2
dme:Dmel_CG6728	up:A0A0B4K737
dme:Dmel_CG6729	up:Q9VKQ6
dme:Dmel_CG6730	up:Q9VLZ7
dme:Dmel_CG6733	up:Q9VCQ9
dme:Dmel_CG6734	up:Q9VKD0
dme:Dmel_CG6736	up:Q9VT53
dme:Dmel_CG6736	up:E7BBS3
dme:Dmel_CG6737	up:Q9VKQ8
dme:Dmel_CG6738	up:Q9VCQ8
dme:Dmel_CG6739	up:M9PCG9
dme:Dmel_CG6741	up:Q9W283
dme:Dmel_CG6742	up:Q9VCQ6
dme:Dmel_CG6743	up:Q9V466
dme:Dmel_CG6744	up:Q9VGN7
dme:Dmel_CG6745	up:Q9VSK9
dme:Dmel_CG6746	up:Q9VKD2
dme:Dmel_CG6749	up:Q9VT44
dme:Dmel_CG6750	up:Q9VKR0
dme:Dmel_CG6751	up:A1Z8D0
dme:Dmel_CG6752	up:Q9VFC4
dme:Dmel_CG6753	up:Q9VG46
dme:Dmel_CG6754	up:M9NF67
dme:Dmel_CG6755	up:Q9VCP0
dme:Dmel_CG6755	up:H5V896
dme:Dmel_CG6756	up:Q9VKC8
dme:Dmel_CG6757	up:Q9NCC3
dme:Dmel_CG6758	up:Q9W281
dme:Dmel_CG6759	up:Q9VCN6
dme:Dmel_CG6760	up:Q9VUC7
dme:Dmel_CG6761	up:M9PEY8
dme:Dmel_CG6762	up:Q9VX10
dme:Dmel_CG6762	up:A0A1B2AK28
dme:Dmel_CG6763	up:Q9VCN5
dme:Dmel_CG6764	up:Q9VGN9
dme:Dmel_CG6765	up:Q9VSL1
dme:Dmel_CG6766	up:Q9VKC7
dme:Dmel_CG6767	up:M9PEY1
dme:Dmel_CG6768	up:Q9VCN1
dme:Dmel_CG6769	up:Q9VX08
dme:Dmel_CG6770	up:Q9VKC5
dme:Dmel_CG6773	up:Q9V3J4
dme:Dmel_CG6776	up:Q9VSL2
dme:Dmel_CG6778	up:Q9VUK8
dme:Dmel_CG6779	up:Q06559
dme:Dmel_CG6779	up:G3M3A2
dme:Dmel_CG6781	up:Q9VSL3
dme:Dmel_CG6782	up:Q7KSQ0
dme:Dmel_CG6783	up:Q8INK3
dme:Dmel_CG6785	up:Q9VKC6
dme:Dmel_CG6788	up:Q9VX04
dme:Dmel_CG6789	up:Q9W4E6
dme:Dmel_CG6790	up:Q9VGM0
dme:Dmel_CG6791	up:Q8T007
dme:Dmel_CG6792	up:Q9VKC4
dme:Dmel_CG6793	up:Q9VTS7
dme:Dmel_CG6794	up:P98149
dme:Dmel_CG6794	up:E1JHK1
dme:Dmel_CG6796	up:Q7JZR5
dme:Dmel_CG6798	up:P25162
dme:Dmel_CG6800	up:Q9VD82
dme:Dmel_CG6801	up:Q9VTT2
dme:Dmel_CG6802	up:Q9VG40
dme:Dmel_CG6803	up:C1C553
dme:Dmel_CG6805	up:A0A0B4K7D8
dme:Dmel_CG6806	up:Q24388
dme:Dmel_CG6806	up:X2JCV2
dme:Dmel_CG6808	up:Q7YZ91
dme:Dmel_CG6811	up:Q9VTU3
dme:Dmel_CG6811	up:M9PC96
dme:Dmel_CG6812	up:Q9VVW3
dme:Dmel_CG6813	up:E1JII8
dme:Dmel_CG6814	up:Q9VEX5
dme:Dmel_CG6815	up:Q9VEX6
dme:Dmel_CG6816	up:Q95078
dme:Dmel_CG6817	up:Q9VSL7
dme:Dmel_CG6817	up:M9PES6
dme:Dmel_CG6818	up:M9PI97
dme:Dmel_CG6819	up:Q9GYU8
dme:Dmel_CG6821	up:P11997
dme:Dmel_CG6822	up:Q9V3A8
dme:Dmel_CG6824	up:P51521
dme:Dmel_CG6827	up:Q94887
dme:Dmel_CG6829	up:Q7KLI1
dme:Dmel_CG6830	up:Q9VGJ8
dme:Dmel_CG6831	up:Q9VSL8
dme:Dmel_CG6833	up:Q9VUC3
dme:Dmel_CG6834	up:Q9VGJ7
dme:Dmel_CG6835	up:Q8IQZ1
dme:Dmel_CG6836	up:Q9VVV2
dme:Dmel_CG6836	up:B5RJ74
dme:Dmel_CG6838	up:Q9VNS2
dme:Dmel_CG6839	up:Q9VVU9
dme:Dmel_CG6840	up:Q9VJE4
dme:Dmel_CG6840	up:G2J5W1
dme:Dmel_CG6841	up:Q9VVU6
dme:Dmel_CG6842	up:Q9Y162
dme:Dmel_CG6843	up:Q9VVU4
dme:Dmel_CG6844	up:P17644
dme:Dmel_CG6845	up:B7Z0G8
dme:Dmel_CG6846	up:Q9VVU2
dme:Dmel_CG6847	up:Q9VX01
dme:Dmel_CG6850	up:Q09332
dme:Dmel_CG6851	up:Q9V3Y4
dme:Dmel_CG6852	up:Q9VVT6
dme:Dmel_CG6856	up:Q9VVT5
dme:Dmel_CG6856	up:M9PI95
dme:Dmel_CG6859	up:Q9VUL8
dme:Dmel_CG6860	up:Q960C5
dme:Dmel_CG6863	up:Q9VC47
dme:Dmel_CG6864	up:Q9VEX4
dme:Dmel_CG6865	up:M9NDV6
dme:Dmel_CG6866	up:Q4TZM6
dme:Dmel_CG6867	up:Q9VWZ7
dme:Dmel_CG6868	up:P25723
dme:Dmel_CG6869	up:Q9VUL9
dme:Dmel_CG6869	up:I0DHK8
dme:Dmel_CG6870	up:Q9VJC0
dme:Dmel_CG6871	up:P17336
dme:Dmel_CG6873	up:Q9VWR1
dme:Dmel_CG6874	up:Q7JWP6
dme:Dmel_CG6875	up:Q9VC45
dme:Dmel_CG6875	up:H0RNM3
dme:Dmel_CG6876	up:Q9VUM1
dme:Dmel_CG6877	up:Q9VVS6
dme:Dmel_CG6878	up:Q9VUM2
dme:Dmel_CG6884	up:Q9VVS4
dme:Dmel_CG6885	up:Q9VVS3
dme:Dmel_CG6888	up:Q9VUM4
dme:Dmel_CG6889	up:Q9VEX7
dme:Dmel_CG6890	up:Q9V477
dme:Dmel_CG6891	up:Q8IQX5
dme:Dmel_CG6892	up:Q8MRW5
dme:Dmel_CG6895	up:Q9NHB0
dme:Dmel_CG6895	up:A0ZX68
dme:Dmel_CG6896	up:M9PFV2
dme:Dmel_CG6897	up:Q9VVR2
dme:Dmel_CG6898	up:Q9VEX1
dme:Dmel_CG6899	up:Q9W4F5
dme:Dmel_CG6901	up:Q9VEW9
dme:Dmel_CG6903	up:Q9W4F7
dme:Dmel_CG6904	up:Q9VFC8
dme:Dmel_CG6904	up:D5SHR2
dme:Dmel_CG6905	up:Q9W0R0
dme:Dmel_CG6906	up:M9PF87
dme:Dmel_CG6907	up:Q9VMQ7
dme:Dmel_CG6907	up:X2J4N6
dme:Dmel_CG6908	up:A0A0B4KG94
dme:Dmel_CG6910	up:M9PI33
dme:Dmel_CG6912	up:Q9VFD1
dme:Dmel_CG6913	up:Q9VGJ5
dme:Dmel_CG6913	up:C0MK09
dme:Dmel_CG6914	up:Q9VNT3
dme:Dmel_CG6917	up:P08171
dme:Dmel_CG6917	up:C9QP21
dme:Dmel_CG6919	up:Q9VCZ3
dme:Dmel_CG6920	up:Q9VGI8
dme:Dmel_CG6921	up:Q9VCY7
dme:Dmel_CG6923	up:Q9VGI6
dme:Dmel_CG6927	up:Q9W4G1
dme:Dmel_CG6928	up:M9PC87
dme:Dmel_CG6930	up:Q7KSP5
dme:Dmel_CG6931	up:Q9VTS1
dme:Dmel_CG6932	up:Q9VCY3
dme:Dmel_CG6933	up:Q8MR04
dme:Dmel_CG6936	up:O97148
dme:Dmel_CG6936	up:E1JHX3
dme:Dmel_CG6937	up:Q9VCY1
dme:Dmel_CG6938	up:M9PI24
dme:Dmel_CG6939	up:Q9VGH9
dme:Dmel_CG6944	up:P08928
dme:Dmel_CG6944	up:M9NE89
dme:Dmel_CG6945	up:Q9VUK7
dme:Dmel_CG6946	up:Q9VGH5
dme:Dmel_CG6948	up:Q9VWA1
dme:Dmel_CG6948	up:E1JI22
dme:Dmel_CG6949	up:Q9VCX3
dme:Dmel_CG6950	up:Q8SXC2
dme:Dmel_CG6951	up:Q9VWA2
dme:Dmel_CG6951	up:L7VG69
dme:Dmel_CG6953	up:Q7KN04
dme:Dmel_CG6955	up:P91939
dme:Dmel_CG6956	up:P92181
dme:Dmel_CG6957	up:Q9VMP9
dme:Dmel_CG6957	up:M9NE92
dme:Dmel_CG6958	up:Q9VCW3
dme:Dmel_CG6959	up:Q9VGH2
dme:Dmel_CG6961	up:Q9VWQ3
dme:Dmel_CG6962	up:Q9VGH0
dme:Dmel_CG6963	up:Q86BR9
dme:Dmel_CG6964	up:Q7KUA8
dme:Dmel_CG6965	up:Q9VGG8
dme:Dmel_CG6965	up:D0Z729
dme:Dmel_CG6966	up:Q9VFD5
dme:Dmel_CG6966	up:A0A0B4LI92
dme:Dmel_CG6967	up:A1ZAP7
dme:Dmel_CG6969	up:Q9VCW2
dme:Dmel_CG6971	up:Q9VGG6
dme:Dmel_CG6971	up:C0MII8
dme:Dmel_CG6972	up:A0A126GV06
dme:Dmel_CG6974	up:Q9VFD6
dme:Dmel_CG6975	up:M9PD17
dme:Dmel_CG6976	up:Q9VLZ3
dme:Dmel_CG6977	up:Q9VGG5
dme:Dmel_CG6978	up:Q9W4G7
dme:Dmel_CG6980	up:Q9VC34
dme:Dmel_CG6981	up:Q9VW87
dme:Dmel_CG6981	up:C0MKE7
dme:Dmel_CG6983	up:Q9VSK4
dme:Dmel_CG6984	up:Q7K1C3
dme:Dmel_CG6985	up:Q9VCU8
dme:Dmel_CG6986	up:Q9W4H3
dme:Dmel_CG6987	up:Q9V3W7
dme:Dmel_CG6988	up:P54399
dme:Dmel_CG6988	up:X2JGP4
dme:Dmel_CG6990	up:Q9VCU6
dme:Dmel_CG6992	up:Q9VMP4
dme:Dmel_CG6993	up:E1JIM6
dme:Dmel_CG6995	up:A0A0B4KGV9
dme:Dmel_CG6996	up:Q9VW92
dme:Dmel_CG6998	up:Q24117
dme:Dmel_CG6998	up:M9NDP1
dme:Dmel_CG6999	up:Q9W393
dme:Dmel_CG7000	up:Q9VDD3
dme:Dmel_CG7000	up:A0A0B4KGL9
dme:Dmel_CG7001	up:Q9VWQ2
dme:Dmel_CG7002	up:M9PCE5
dme:Dmel_CG7003	up:Q9VUM0
dme:Dmel_CG7004	up:Q9W0R8
dme:Dmel_CG7005	up:Q9VC29
dme:Dmel_CG7006	up:Q9VC28
dme:Dmel_CG7007	up:Q9VFE3
dme:Dmel_CG7008	up:Q9W0S7
dme:Dmel_CG7009	up:Q9VDD9
dme:Dmel_CG7010	up:Q9W4H6
dme:Dmel_CG7011	up:Q9VUM3
dme:Dmel_CG7012	up:Q9VC27
dme:Dmel_CG7012	up:E1JIV8
dme:Dmel_CG7013	up:Q9XZ63
dme:Dmel_CG7014	up:Q9VFE4
dme:Dmel_CG7015	up:B7Z0E2
dme:Dmel_CG7016	up:Q9VC23
dme:Dmel_CG7017	up:Q9VW93
dme:Dmel_CG7018	up:P29774
dme:Dmel_CG7020	up:Q9W0S9
dme:Dmel_CG7021	up:Q8SY52
dme:Dmel_CG7023	up:Q9VCT9
dme:Dmel_CG7024	up:Q9W4H4
dme:Dmel_CG7025	up:Q9VLZ1
dme:Dmel_CG7026	up:Q9VFE5
dme:Dmel_CG7028	up:M9PGI7
dme:Dmel_CG7029	up:A8JR84
dme:Dmel_CG7031	up:Q9VCT7
dme:Dmel_CG7033	up:Q9W392
dme:Dmel_CG7034	up:Q9VDE6
dme:Dmel_CG7035	up:Q7K4N3
dme:Dmel_CG7035	up:E2QD75
dme:Dmel_CG7036	up:Q7YZH1
dme:Dmel_CG7037	up:Q9VSK2
dme:Dmel_CG7038	up:Q9W4I3
dme:Dmel_CG7039	up:Q9W389
dme:Dmel_CG7041	up:Q9W396
dme:Dmel_CG7044	up:Q9VDE8
dme:Dmel_CG7045	up:Q9VCZ5
dme:Dmel_CG7046	up:E1JIT5
dme:Dmel_CG7047	up:Q0E8K8
dme:Dmel_CG7048	up:Q9VCZ8
dme:Dmel_CG7048	up:E1JIT4
dme:Dmel_CG7049	up:Q9W0U6
dme:Dmel_CG7050	up:Q3KN41
dme:Dmel_CG7051	up:Q8T0V3
dme:Dmel_CG7052	up:Q9NFV7
dme:Dmel_CG7053	up:Q9VWQ1
dme:Dmel_CG7054	up:Q9VD02
dme:Dmel_CG7055	up:Q9W384
dme:Dmel_CG7056	up:Q9VDF0
dme:Dmel_CG7057	up:O62530
dme:Dmel_CG7058	up:Q9VWP9
dme:Dmel_CG7059	up:Q8T8W6
dme:Dmel_CG7061	up:Q9VKB9
dme:Dmel_CG7062	up:O18339
dme:Dmel_CG7065	up:Q7YZA2
dme:Dmel_CG7066	up:Q9VSH1
dme:Dmel_CG7067	up:O76464
dme:Dmel_CG7068	up:Q9VLY7
dme:Dmel_CG7069	up:Q9VD23
dme:Dmel_CG7070	up:O62619
dme:Dmel_CG7071	up:Q8SXS0
dme:Dmel_CG7073	up:Q9VD29
dme:Dmel_CG7074	up:Q9VQ89
dme:Dmel_CG7075	up:Q9VLY6
dme:Dmel_CG7076	up:Q9VSH7
dme:Dmel_CG7077	up:Q9VD30
dme:Dmel_CG7079	up:Q9VDF7
dme:Dmel_CG7080	up:Q9VD35
dme:Dmel_CG7081	up:Q9VSH8
dme:Dmel_CG7082	up:Q9VQ91
dme:Dmel_CG7083	up:Q9VSH9
dme:Dmel_CG7084	up:Q9VD40
dme:Dmel_CG7085	up:Q9VQ93
dme:Dmel_CG7088	up:P29746
dme:Dmel_CG7091	up:Q9VG14
dme:Dmel_CG7092	up:Q9VWZ3
dme:Dmel_CG7094	up:Q9VJC2
dme:Dmel_CG7097	up:A0A0B4LGY8
dme:Dmel_CG7098	up:M9PHZ1
dme:Dmel_CG7099	up:Q9VJY7
dme:Dmel_CG7100	up:O15943
dme:Dmel_CG7101	up:Q9VWP7
dme:Dmel_CG7102	up:Q9VLV6
dme:Dmel_CG7103	up:Q9BLX1
dme:Dmel_CG7104	up:Q9VLV7
dme:Dmel_CG7105	up:Q9VLV9
dme:Dmel_CG7106	up:Q9VLW1
dme:Dmel_CG7107	up:P19351
dme:Dmel_CG7108	up:Q24317
dme:Dmel_CG7109	up:P23696
dme:Dmel_CG7109	up:X2JDI1
dme:Dmel_CG7110	up:Q9VJY3
dme:Dmel_CG7111	up:O18640
dme:Dmel_CG7111	up:M9PCC1
dme:Dmel_CG7112	up:A8JNN5
dme:Dmel_CG7113	up:O18404
dme:Dmel_CG7115	up:D8FT19
dme:Dmel_CG7118	up:Q9VSJ1
dme:Dmel_CG7120	up:M9PEJ0
dme:Dmel_CG7121	up:Q9VJX9
dme:Dmel_CG7122	up:Q9VWY8
dme:Dmel_CG7123	up:P11046
dme:Dmel_CG7125	up:Q9VE91
dme:Dmel_CG7126	up:Q9VE92
dme:Dmel_CG7127	up:Q9VSJ8
dme:Dmel_CG7127	up:H1UUN4
dme:Dmel_CG7128	up:Q9VWY6
dme:Dmel_CG7128	up:H1UUC4
dme:Dmel_CG7129	up:Q9VE96
dme:Dmel_CG7130	up:Q9VNW0
dme:Dmel_CG7131	up:Q9VE97
dme:Dmel_CG7133	up:Q9VNW1
dme:Dmel_CG7134	up:Q5U0V6
dme:Dmel_CG7135	up:Q9VWY5
dme:Dmel_CG7137	up:Q7K2B0
dme:Dmel_CG7138	up:Q9VLW8
dme:Dmel_CG7139	up:Q9XZ11
dme:Dmel_CG7140	up:Q9VNW4
dme:Dmel_CG7142	up:Q9VEA0
dme:Dmel_CG7143	up:Q9VNX1
dme:Dmel_CG7144	up:Q9VLX0
dme:Dmel_CG7145	up:Q9VNX4
dme:Dmel_CG7146	up:Q9VEA2
dme:Dmel_CG7147	up:Q59DZ3
dme:Dmel_CG7148	up:Q9VNX7
dme:Dmel_CG7149	up:X2J9T3
dme:Dmel_CG7152	up:M9PGE3
dme:Dmel_CG7154	up:Q9VLX2
dme:Dmel_CG7156	up:Q9VEA9
dme:Dmel_CG7157	up:Q9V3R1
dme:Dmel_CG7157	up:X2J8Y6
dme:Dmel_CG7158	up:Q9VNZ8
dme:Dmel_CG7160	up:Q9VP00
dme:Dmel_CG7161	up:Q9VSJ6
dme:Dmel_CG7162	up:Q9VP05
dme:Dmel_CG7163	up:Q95U58
dme:Dmel_CG7164	up:Q9VLX3
dme:Dmel_CG7166	up:Q9VP08
dme:Dmel_CG7168	up:Q9VEB2
dme:Dmel_CG7169	up:Q9VP10
dme:Dmel_CG7170	up:Q9VSJ2
dme:Dmel_CG7171	up:P16163
dme:Dmel_CG7172	up:Q9VP13
dme:Dmel_CG7173	up:Q9VP16
dme:Dmel_CG7175	up:Q9VEB4
dme:Dmel_CG7176	up:B7Z0E0
dme:Dmel_CG7177	up:M9PGC5
dme:Dmel_CG7178	up:P36188
dme:Dmel_CG7179	up:Q9VLX5
dme:Dmel_CG7180	up:Q9VJ95
dme:Dmel_CG7181	up:Q9VP19
dme:Dmel_CG7182	up:Q9VSI1
dme:Dmel_CG7183	up:Q9VEB6
dme:Dmel_CG7184	up:Q9VP20
dme:Dmel_CG7185	up:Q9VSH4
dme:Dmel_CG7186	up:O97143
dme:Dmel_CG7187	up:A0A0B4KGW6
dme:Dmel_CG7188	up:Q9VSH3
dme:Dmel_CG7189	up:Q9VSH2
dme:Dmel_CG7191	up:X2JDH2
dme:Dmel_CG7192	up:Q9VWY7
dme:Dmel_CG7194	up:Q9VSH0
dme:Dmel_CG7197	up:Q9VSG8
dme:Dmel_CG7199	up:Q24142
dme:Dmel_CG7199	up:M9MS41
dme:Dmel_CG7200	up:Q9VJ97
dme:Dmel_CG7200	up:X2JEJ1
dme:Dmel_CG7201	up:Q9VSG7
dme:Dmel_CG7202	up:Q9VP30
dme:Dmel_CG7203	up:Q9VLX9
dme:Dmel_CG7204	up:M9PFW2
dme:Dmel_CG7206	up:M9NFB4
dme:Dmel_CG7207	up:M9PEI8
dme:Dmel_CG7208	up:Q9VEC4
dme:Dmel_CG7210	up:Q04652
dme:Dmel_CG7211	up:Q9VLY0
dme:Dmel_CG7212	up:Q9VEC5
dme:Dmel_CG7213	up:Q9VSG2
dme:Dmel_CG7214	up:Q9VLY1
dme:Dmel_CG7215	up:Q9VEC8
dme:Dmel_CG7216	up:Q26416
dme:Dmel_CG7216	up:A0A1B2AKN2
dme:Dmel_CG7217	up:Q960M4
dme:Dmel_CG7218	up:Q9VED0
dme:Dmel_CG7218	up:A0A0B4LH99
dme:Dmel_CG7219	up:Q9VLU4
dme:Dmel_CG7220	up:A1Z8B5
dme:Dmel_CG7221	up:Q9VLU5
dme:Dmel_CG7221	up:X2J7F1
dme:Dmel_CG7222	up:Q7K2B1
dme:Dmel_CG7223	up:Q07407
dme:Dmel_CG7224	up:Q9VLU6
dme:Dmel_CG7224	up:A0A1B3Q3M8
dme:Dmel_CG7225	up:O44342
dme:Dmel_CG7225	up:A0A0B4LGZ1
dme:Dmel_CG7227	up:Q9VLU7
dme:Dmel_CG7228	up:B7Z031
dme:Dmel_CG7229	up:Q4V5A7
dme:Dmel_CG7230	up:Q7KF43
dme:Dmel_CG7231	up:Q8MQP2
dme:Dmel_CG7234	up:Q9VMP3
dme:Dmel_CG7235	up:Q9VMN5
dme:Dmel_CG7236	up:M9MRD8
dme:Dmel_CG7238	up:Q9Y103
dme:Dmel_CG7238	up:X2J8R0
dme:Dmel_CG7239	up:Q9VMM3
dme:Dmel_CG7241	up:Q9VG17
dme:Dmel_CG7242	up:Q9V3V7
dme:Dmel_CG7246	up:Q9W397
dme:Dmel_CG7248	up:Q9VTR4
dme:Dmel_CG7249	up:X2J9F6
dme:Dmel_CG7250	up:Q9VUN0
dme:Dmel_CG7251	up:Q9VMP1
dme:Dmel_CG7252	up:Q9VTR1
dme:Dmel_CG7254	up:Q9XTL9
dme:Dmel_CG7254	up:A4UZZ4
dme:Dmel_CG7255	up:Q2PDY3
dme:Dmel_CG7257	up:Q9VTQ9
dme:Dmel_CG7259	up:Q9VUM6
dme:Dmel_CG7260	up:P55965
dme:Dmel_CG7261	up:Q9VQ78
dme:Dmel_CG7262	up:Q9VFE7
dme:Dmel_CG7263	up:Q9VQ79
dme:Dmel_CG7264	up:Q9VTP5
dme:Dmel_CG7265	up:Q9VFE9
dme:Dmel_CG7266	up:P08761
dme:Dmel_CG7266	up:B5X0L2
dme:Dmel_CG7269	up:Q27268
dme:Dmel_CG7271	up:Q9VVQ2
dme:Dmel_CG7272	up:Q9VUN8
dme:Dmel_CG7275	up:Q9VUN7
dme:Dmel_CG7276	up:Q7KUM9
dme:Dmel_CG7277	up:Q9VMQ5
dme:Dmel_CG7279	up:O46107
dme:Dmel_CG7279	up:X2JDS0
dme:Dmel_CG7280	up:Q9VWP4
dme:Dmel_CG7281	up:P25008
dme:Dmel_CG7283	up:Q9VTP4
dme:Dmel_CG7285	up:Q9VVQ1
dme:Dmel_CG7287	up:P91940
dme:Dmel_CG7288	up:Q9VWP1
dme:Dmel_CG7289	up:Q9VQ60
dme:Dmel_CG7290	up:Q9VW91
dme:Dmel_CG7291	up:Q9VQ62
dme:Dmel_CG7292	up:Q9VFF3
dme:Dmel_CG7293	up:P46867
dme:Dmel_CG7293	up:M9PF68
dme:Dmel_CG7294	up:Q9VKR9
dme:Dmel_CG7295	up:Q9VQ51
dme:Dmel_CG7296	up:Q8SXV4
dme:Dmel_CG7297	up:Q9VUT6
dme:Dmel_CG7298	up:Q9VW90
dme:Dmel_CG7299	up:Q9VKS1
dme:Dmel_CG7300	up:Q9VKR7
dme:Dmel_CG7303	up:Q9VTN0
dme:Dmel_CG7303	up:C9QPG7
dme:Dmel_CG7304	up:Q8IA44
dme:Dmel_CG7306	up:Q9VW89
dme:Dmel_CG7309	up:Q7KTF1
dme:Dmel_CG7311	up:M9NF20
dme:Dmel_CG7313	up:Q9VVP3
dme:Dmel_CG7314	up:Q7K566
dme:Dmel_CG7320	up:Q9VVP2
dme:Dmel_CG7322	up:Q9VWP2
dme:Dmel_CG7324	up:M9PIF1
dme:Dmel_CG7325	up:Q9VUT3
dme:Dmel_CG7326	up:Q9VWP0
dme:Dmel_CG7327	up:Q9VUT2
dme:Dmel_CG7328	up:Q9VW84
dme:Dmel_CG7329	up:Q9VKT2
dme:Dmel_CG7330	up:Q9VVN9
dme:Dmel_CG7331	up:Q9VHR6
dme:Dmel_CG7332	up:Q9VWN5
dme:Dmel_CG7332	up:X2JL49
dme:Dmel_CG7333	up:Q9VDW0
dme:Dmel_CG7334	up:B7Z0G4
dme:Dmel_CG7335	up:Q9VW82
dme:Dmel_CG7336	up:Q9VUT0
dme:Dmel_CG7337	up:Q0E8U7
dme:Dmel_CG7338	up:Q9VP47
dme:Dmel_CG7339	up:Q9VTL6
dme:Dmel_CG7340	up:Q9V3D8
dme:Dmel_CG7341	up:Q7K121
dme:Dmel_CG7342	up:Q9VDV9
dme:Dmel_CG7345	up:M9PFG6
dme:Dmel_CG7347	up:Q9VVN4
dme:Dmel_CG7348	up:Q9VW81
dme:Dmel_CG7349	up:Q9VWN3
dme:Dmel_CG7350	up:Q27241
dme:Dmel_CG7351	up:Q9VTL1
dme:Dmel_CG7352	up:E1JJ90
dme:Dmel_CG7354	up:Q9VVN2
dme:Dmel_CG7355	up:Q27364
dme:Dmel_CG7356	up:Q9VLU2
dme:Dmel_CG7357	up:Q9VEF0
dme:Dmel_CG7358	up:Q9VWN4
dme:Dmel_CG7359	up:M9PGI6
dme:Dmel_CG7360	up:Q9VDV3
dme:Dmel_CG7361	up:Q9VQ29
dme:Dmel_CG7362	up:Q9VFG4
dme:Dmel_CG7363	up:M9MSI1
dme:Dmel_CG7364	up:Q9V3N6
dme:Dmel_CG7365	up:Q9VW80
dme:Dmel_CG7366	up:Q9VSF5
dme:Dmel_CG7367	up:Q4V6L0
dme:Dmel_CG7368	up:Q9VTK6
dme:Dmel_CG7369	up:Q7KTU3
dme:Dmel_CG7370	up:Q9VNY1
dme:Dmel_CG7371	up:Q9VMQ8
dme:Dmel_CG7372	up:Q9VUS0
dme:Dmel_CG7375	up:Q9VSF3
dme:Dmel_CG7375	up:M9PBW0
dme:Dmel_CG7376	up:Q9VRV2
dme:Dmel_CG7377	up:Q7KUG1
dme:Dmel_CG7378	up:A8JUQ2
dme:Dmel_CG7379	up:Q9VEF5
dme:Dmel_CG7380	up:Q9VLU0
dme:Dmel_CG7380	up:M9PCH8
dme:Dmel_CG7381	up:Q8MSQ3
dme:Dmel_CG7382	up:Q9VMR0
dme:Dmel_CG7383	up:P15370
dme:Dmel_CG7384	up:Q9VKU2
dme:Dmel_CG7385	up:Q9VW78
dme:Dmel_CG7386	up:Q9VRV6
dme:Dmel_CG7387	up:Q8SZX1
dme:Dmel_CG7390	up:H8F4T3
dme:Dmel_CG7391	up:O61735
dme:Dmel_CG7392	up:D3DML3
dme:Dmel_CG7393	up:O61443
dme:Dmel_CG7394	up:Q9VTJ8
dme:Dmel_CG7394	up:M9NDP2
dme:Dmel_CG7395	up:Q9VW75
dme:Dmel_CG7398	up:Q9VRV8
dme:Dmel_CG7399	up:P17276
dme:Dmel_CG7399	up:M9PBV1
dme:Dmel_CG7402	up:Q9VVM4
dme:Dmel_CG7404	up:Q8WS79
dme:Dmel_CG7405	up:O76513
dme:Dmel_CG7406	up:Q9VWM5
dme:Dmel_CG7407	up:Q9VNX9
dme:Dmel_CG7408	up:Q9VVM1
dme:Dmel_CG7409	up:Q9VSA9
dme:Dmel_CG7411	up:Q9VDU9
dme:Dmel_CG7413	up:Q24472
dme:Dmel_CG7414	up:Q9VNX8
dme:Dmel_CG7414	up:B7Z098
dme:Dmel_CG7415	up:Q9VHR8
dme:Dmel_CG7417	up:Q6NQZ7
dme:Dmel_CG7420	up:M9PAZ8
dme:Dmel_CG7421	up:M9MSM4
dme:Dmel_CG7422	up:E1JI63
dme:Dmel_CG7422	up:H1UUH0
dme:Dmel_CG7423	up:Q9VWM3
dme:Dmel_CG7424	up:Q9VLT7
dme:Dmel_CG7425	up:P25867
dme:Dmel_CG7425	up:A0A0B4KHJ1
